brand,name,price,spec_rating,processor,CPU,Ram,Ram_type,ROM,ROM_type,GPU,display_size,resolution_width,resolution_height,OS,warranty
HP,Pavilion 14-dv2015TU Laptop,83149,64,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR4,1TB,SSD,Intel Iris Xe Graphics,14,1920,1080,Windows 11 OS,1
HP,Pavilion 15s-FQ5009TU Laptop,54999,69.32352941,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,512GB,SSD,Intel Iris Xe,15.6,1920,1080,Windows 11 OS,1
Samsung,Galaxy Book2 15 Laptop,74990,65,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",16GB,LPDDR4,512GB,SSD,Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 OS,1
Lenovo,IdeaPad Gaming 3 82K200X3IN Laptop,66990,67,5th Gen AMD Ryzen 7  5800H,"Octa Core, 16 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920,1080,Windows 11 OS,1
HP,Pavilion 15-eg2009TU Laptop,61990,62,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",8GB,DDR4,512GB,SSD,Intel Iris Xe,15.6,1920,1080,Windows 11 OS,1
HP,Pavilion 14-ec1003AU Laptop,51573,69.32352941,5th Gen AMD Ryzen 5 5625U ,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,AMD Radeon Graphics,14,1920,1080,Windows 11 OS,1
Acer,Aspire 3 A315-58 Laptop UN.ADDSI.036 Laptop,31500,69.32352941,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,256GB,SSD,Intel Integrated UHD,15.6,1920,1080,Windows OS,1
Acer,Extensa EX215-54 NX.EGJSI.00E Laptop,29000,69.32352941,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",4GB,DDR4,256GB,SSD,Intel Integrated UHD,15.6,1920,1080,Windows 11 OS,1
HP,15s-eq2143au Laptop,32990,69.32352941,5th Gen AMD Ryzen 3  5300U,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,AMD Radeon AMD,15.6,1920,1080,Windows OS,1
Lenovo,Ideapad 15ALC6 82KU017KIN Laptop,36990,69.32352941,5th Gen AMD Ryzen 5  5500U,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,AMD Radeon,15.6,1920,1080,Windows 11 OS,1
Apple,MacBook Pro 14 inch MKGQ3HN Laptop,239900,69.32352941,Apple M1 Pro M1 Pro,10 Cores (8P + 2E),16GB,Unified,1TB,SSD,16-core GPU,14.2,3024,1964,Mac OS,1
Apple,MacBook Pro 16 inch MK1A3HN Laptop,309490,60,Apple M1 Max M1 Max,10 Cores,32GB,Unified,1TB,SSD,32-core GPU,16.2,3456,2234,Mac OS,1
Dell,Inspiron 3511 Laptop,49990,69.32352941,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,15.6,1920,1080,Windows 10  OS,1
Dell,Inspiron 3511 Laptop,40250,69.32352941,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,1TB,Hard-Disk,Intel Integrated,15.6,1920,1080,Windows 10 OS,1
Asus,VivoBook F571LH-BQ435T Gaming Laptop,59990,72,10th Gen Intel Core i7 10870H,"Octa Core, 16 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce GTX 1650,15.6,1920,1080,Windows 10 OS,1
Dell,Inspiron 3511 Laptop,57990,65,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8GB,DDR4,1TB,Hard-Disk,2GB NVIDIA GeForce MX350,15.6,1920,1080,Windows 10 OS,1
Realme,Book Slim Laptop,36999,69.32352941,11th Gen Intel Core i3 1115G4 ,"Dual Core, 4 Threads",8GB,LPDDR4x,256GB,SSD,Intel UHD Graphics,14,1440,2160,Windows 10 OS,1
Xiaomi,RedmiBook Pro 15 Laptop,53990,67,5th Gen AMD Ryzen 5  5600H ,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,AMD Radeon Graphics,15.6,3200,2000,Windows 10  OS,1
Xiaomi,RedmiBook Pro 14 Laptop,48990,62,5th Gen AMD Ryzen 5  5500U ,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,AMD Radeon Graphics,14,2560,1600,Windows 10  OS,1
Vaio,SE14 NP14V3IN033P Laptop,39990,69.32352941,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,14,1920,1080,Windows 10 OS,2
HP,15s-GR0012AU Laptop,37290,61,3rd Gen AMD Ryzen 3  3250U,"Dual Core, 4 Threads",8GB,DDR4,1TB,Hard-Disk,AMD Radeon Vega 6,15.6,1920,1080,Windows 10 OS,1
Microsoft,Surface Laptop 3 1873,60390,69.32352941,3rd Gen AMD Ryzen 5  3580U,"Quad Core, 8 Threads",8GB,DDR4,128GB,SSD,AMD Radeon Vega 9,15,2496,1664,Windows 10 OS,1
Huawei,MateBook D15 Laptop,54999,65,3rd Gen AMD Ryzen 5 3500U ,"Quad Core, 8 Threads",8GB,DDR4,256GB,SSD,2GB NVIDIA GeForce MX250,15.6,1920,1080,Windows 10 OS,1
HP,EliteBook 840 G6,90464,69.32352941,8th Gen Intel Core i5 8265U,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,Integrated UHD Graphics 620,14,1920,1080,Windows 10 OS,3
Acer,Swift SF514-52T NX.GTMSI.025 Laptop,54490,61,8th Gen Intel Core i5 8250U,"Quad Core, 8 Threads",8GB,DDR3,512GB,SSD,Intel Integrated UHD 620,14,1920,1080,Windows 10 OS,1
Apple,MacBook Pro 2018 13-inch Touch Bar Laptop,199900,69.32352941,Intel,Quad Core,8GB,DDR3,512GB,SSD,Intel Iris Plus Graphics 655,13.3,1600,2560,Mac High Sierra OS,1
Dell,Latitude 13 5320 2 in 1 Laptop,89999,62,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8GB,DDR4,256GB,SSD,Intel UHD Graphics,13.3,1920,1080,Windows 10  OS,1
Dell,Latitude 9430 Laptop,260000,62,12th Gen Intel Core i7 1265U,"10 Cores (2P + 8E), 12 Threads",32GB,LPDDR5,1TB,SSD,Intel Iris Xe Graphics,14.1,2560,1600,Windows OS,1
Acer,Aspire Lite 15 AL15-51 2023  Laptop,45999,64,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16GB,DDR4,1TB,SSD,Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 OS,1
Lenovo,Thinkpad P16s 21BTS0DG00 Laptop,106990,69,12th Gen Intel Core i7 1260P,"12 Cores (4P + 8E), 16 Threads",16GB,DDR4,1TB,SSD,Intel UHD Graphics,16,1920,1200,Windows 11 OS,3
Lenovo,ThinkPad X1 Carbon 21HMS00000 Laptop,221990,64,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",16GB,LPDDR5,1TB,SSD,Intel Iris Xe Graphics,14,1920,1200,Windows 11 OS,1
Acer,Predator Triton 500 SE PT516-52s NH.QFQSI.001 Laptop,146990,86,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",32GB,LPDDR5,2TB,SSD,8GB NVIDIA GeForce RTX 3070 Ti,16,2560,1600,Windows 11 OS,1
Asus,TUF Gaming F15 FX506LHB-HN355WS Gaming Laptop,52990,62,10th Gen Intel Core i5 10300H,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce GTX 1650,15.6,1920,1080,Windows 11  OS,1
Acer,Swift 3 SF314-512 NX.K0FSI.002 Laptop,59990,69.32352941,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",8GB,LPDDR4X,512GB,SSD,Intel Integrated Iris Xe,14,2560,1440,Windows 11 OS,1
Dell,Inspiron 15 3511 Laptop,52990,69.32352941,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD Graphics,15.6,1920,1080,Windows 11  OS,1
Samsung,Galaxy Book2 15 Laptop,64490,69.32352941,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16GB,LPDDR4X,512GB,SSD,Intel Integrated Iris Xe,15.6,1920,1080,Windows 11 OS,1
Samsung,Galaxy Book2 Laptop,78990,62,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",8GB,LPDDR4x,512GB,SSD,4GB Intel Arc A350M Graphics,15.6,1920,1080,Windows 11 OS,1
Samsung,Galaxy Book2 15 Laptop,59900,69.32352941,12th Gen Intel Core i5 1235U ,"10 Cores, 12 Threads",8GB,LPDDR4,512GB,SSD,Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 OS,1
HP,Pavilion 14-EC1019AU Laptop,55990,69.32352941,5th Gen AMD Ryzen 5  5625U,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,AMD Radeon AMD,14,1920,1080,Windows 11 OS,1
Lenovo,V15-IGL 82C3A008IH Laptop,19990,69.32352941,Intel Celeron  N4020 ,"Dual Core, 2 Threads",4GB,DDR4,256GB,SSD,Intel Integrated UHD,15.6,1920,1080,DOS OS,1
Realme,Book Prime Laptop,47990,63,11th Gen Intel Core i5 11320H,"Quad Core, 8 Threads",16GB,LPDDR4X,512GB,SSD,Intel Iris Xe Graphics,14,2160,1440,Windows 11 OS,1
Samsung,Galaxy Book2 Pro 360 13 Laptop,112990,72,12th Gen Intel Core i7 1260P ,"Octa Core, 16 Threads",16GB,LPDDR5,512GB,SSD,Intel Iris Xe Graphics,13.3,1080,1920,Windows 11 OS,1
Samsung,Galaxy Book2 Pro 13 Laptop,101990,67,12th Gen Intel Core i7 1260P ,"Octa Core, 16 Threads",16GB,LPDDR5,512GB,SSD,Intel Iris Xe Graphics,13.3,1080,1920,Windows 11 OS,1
Samsung,Galaxy Book2 Pro 360 13 Laptop,102990,71,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",16GB,LPDDR5,512GB,SSD,Intel Iris Xe Graphics,13.3,1080,1920,Windows 11 OS,1
Asus,Vivobook 13 Slate OLED T3300KA-LQ122WS Laptop,33499,69.32352941,Intel Pentium Silver  N6000,"Quad Core, 4 Threads",4GB,LPDDR4X,128GB,Hard-Disk,Intel UHD Graphics,13.3,1920,1080,Windows 11 OS,1
HP,15s-eq2143au Laptop,33999,69.32352941,5th Gen AMD Ryzen 3  5300U,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,AMD Radeon AMD,15.6,1920,1080,Windows OS,1
Apple,MacBook Pro 16 inch MK183HN Laptop,215994,69.32352941,Apple M1 Pro M1 Pro,10 Cores,16GB,Unified,512GB,SSD,16-core GPU,16.2,3456,2234,Mac OS,1
Apple,MacBook Pro 14 inch MKGQ3HN Laptop,215994,69.32352941,Apple M1 Pro M1 Pro,10 Cores (8P + 2E),16GB,Unified,1TB,SSD,16-core GPU,14.2,3024,1964,Mac OS,1
Asus,VivoBook X509FA-BR301T Laptop,26500,69.32352941,10th Gen Intel Core i3 10110U ,"Dual Core, 4 Threads",4GB,DDR4,1TB,Hard-Disk,Intel UHD Graphics,15.6,1920,1080,Windows 10 OS,1
Xiaomi,Mi Notebook Pro X 15 Laptop,79990,65,11th Gen Intel Core i5 11300H ,"Quad Core, 8 Threads",16GB,LPDDR4x,512GB,SSD,Intel Iris Xe Graphics,15.6,2160,3456,Windows 10  OS,1
Dell,Inspiron 5518 Laptop,68000,70,11th Gen Intel Core i5 11300H,"Quad Core, 8 Threads",16GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,15.6,1920,1080,Windows 10 OS,1
Lenovo,IdeaPad 3 15ITL6 82H8014BIN Laptop,47925,60,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,Intel Integrated Iris Xe,15.6,1920,1080,Windows 10 OS,1
Xiaomi,RedmiBook Pro 15 Laptop,59990,70,5th Gen AMD Ryzen 7 5800H ,"Octa Core, 16 Threads",16GB,DDR4,512GB,SSD,AMD Radeon Graphics,15.6,3200,2000,Windows 10  OS,1
Dell,Latitude 3410 Laptop,67800,69.32352941,10th Gen Intel Core i5 10210U ,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,Intel HD,14,1366,768,Ubuntu OS,1
Microsoft,Surface Laptop 3 1873,60490,69.32352941,3rd Gen AMD Ryzen 5  3580U,"Quad Core, 8 Threads",8GB,DDR4,128GB,SSD,AMD Radeon Vega 9,15,2496,1664,Windows 10 OS,1
Apple,MacBook Air 2020 Laptop,72999,69.32352941,10th Gen Intel Core i3,"Quad Core, 8 Threads",8GB,LPDDR4X,256GB,SSD,Intel Iris Plus,13.3,2560,1600,"Mac 10.15.3	 OS",0
Apple,MacBook Air 2020 Laptop,109999,69.32352941,10th Gen Intel Core i7,"Quad Core, 8 Threads",8GB,LPDDR4X,512GB,SSD,Intel Iris Plus,13.3,2560,1600,"Mac 10.15.3	 OS",0
Dell,Inspiron 5370 Laptop,87990,67,8th Gen Intel Core i7 8550U,"Quad Core, 8 Threads",8GB,DDR4,256GB,SSD,4GB Geforce MX130,13.3,1920,1080,Windows 10 OS,1
HP,ZBook 15 G6 Laptop,121900,69,9th Gen intel Core i7 9750H,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,Intel UHD Graphics 630,15.6,3840,2160,Windows 10 OS,0
Asus,ZenBook Pro 15 UX580GE-E2032T Laptop,136490,69.32352941,8th Gen Intel Core i9 8950HK,"Hexa Core, 12 Threads",16GB,DDR4,1TB,SSD,4GB NVIDIA Geforce GTX 1050Ti,15.6,3840,2160,Windows 10 OS,1
Gigabyte,G5 MF-E2IN313SHLaptop,143700,77,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",8GB,DDR4,512GB,SSD,6GB NVIDIA GeForce RTX 4050,15.6,1920,1080,Windows 11 OS,2
HP,15s-er2004AU Laptop,50490,69.32352941,5th Gen AMD Ryzen 7  5700U,"Octa Core, 16 Threads",16GB,DDR4,512GB,SSD,AMD Radeon,15.6,1920,1080,Windows 11 OS,1
Dell,Inspiron 3530 IN3530RMD8W001ORS1 Laptop,71990,69.32352941,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR4,1TB,SSD,Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,1
Dell,G15-5530 15 2023 Gaming Laptop,136899,75,13th Gen Intel Core i7 13650HX,14 Cores (6P + 8E),16GB,DDR5,1TB,SSD,6GB NVIDIA GeForce RTX 4050,15.6,1920,1080,Windows 11 OS,1
Lenovo,IdeaPad Flex 5 82R9008FIN Laptop,62990,69,5th Gen AMD Ryzen 5  5500U,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,AMD Radeon Graphics,14,1920,1200,Windows 11 OS,1
Asus,Vivobook Go 14 E1404FA-NK547WS Laptop,43990,69.32352941,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",8GB,LPDDR5,512GB,SSD,AMD Radeon AMD,14,1920,1080,Windows 11 OS,1
Acer,Aspire 3 A315-24P NX.KDESI.00B Laptop,33990,69.32352941,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",8GB,LPDDR5,512GB,SSD,AMD Radeon AMD,15.6,1920,1080,Windows 11 OS,1
Asus,Vivobook 15X OLED M3504YA-LK552WS Laptop,58990,65,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",16GB,DDR4,1TB,SSD,Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 OS,1
MSI,Pulse 15 B13VGK-1296IN Gaming Laptop,154990,71,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",16GB,DDR5,1TB,SSD,8GB NVIDIA GeForce RTX 4070,15.6,2560,1440,Windows 11 OS,2
MSI,Summit B15 A11M-236IN Laptop,69990,64,11th Gen Intel Core i7 1185G7,"Quad Core, 8 Threads",16GB,DDR4,1TB,SSD,Intel Iris Xe,15.6,1920,1080,Windows 10 OS,2
Lenovo,Thinkpad L14 Gen 2 ‎20X1S10V00 Laptop,50000,69.32352941,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,14,1920,1080,DOS OS,3
Lenovo,V15 G4 Laptop,36990,69.32352941,7th Gen AMD Ryzen 5 7520U ,"Quad Core, 8 Threads",8GB,DDR5,512GB,SSD,AMD Radeon Graphics,15.6,1920,1080,Windows 11 OS,1
Asus,Vivobook 15X OLED M3504YA-LK741WS Laptop,76500,66,7th Gen AMD Ryzen 7  7730U,"Octa Core, 16 Threads",16GB,DDR4,512GB,SSD,Integrated AMD Radeon Graphics,15.6,1920,1080,Windows 11 OS,1
Lenovo,IdeaPad 3 15IAU7 82RK00WXIN Laptop,33990,69.32352941,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,DDR4,256GB,SSD,Intel UHD Graphics ,15.6,1920,1080,Windows 11 OS,1
Lenovo,IdeaPad 1 15AMN7 82VG00ERIN Laptop,32990,69.32352941,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8GB,LPDDR5,512GB,SSD,AMD Radeon 610M,15.6,1920,1080,Windows 11 OS,1
Asus,Vivobook 16X K3605VU-MB541WS Laptop,103221,69,13th Gen Intel Core i5 13500H,"12 Cores (4P + 8E), 16 Threads",16GB,DDR4,512GB,SSD,6GB NVIDIA Geforce RTX 4050,16,1920,1200,Windows 11 OS,1
Asus,Vivobook 16X K3605ZU-MB542WS Laptop,89990,71,12th Gen Intel Core i5 12450H ,"Octa Core (4P + 4E), 12 Threads",16GB,DDR4,512GB,SSD,6GB NVIDIA Geforce RTX 4050,16,1920,1200,Windows 11 OS,1
Lenovo,IdeaPad Gaming 3 15IHU6 82K101R9IN Laptop,56990,69,11th Gen Intel Core i5 11320H,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 2050 ,15.6,1920,1080,Windows 11 OS,1
Asus,Vivobook Go 14 E1404FA-NK543WS Laptop,44980,69.32352941,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",16GB,LPDDR5,512GB,SSD,AMD Radeon AMD,14,1920,1080,Windows 11 OS,1
Asus,Vivobook Go 14 E410KA-EK013W Laptop,23990,69.32352941,Intel   N4500,"Dual Core, 2 Threads",8GB,DDR4,256GB,SSD,Intel Integrated UHD,14,1920,1080,Windows OS,1
Asus,Vivobook Pro 15 OLED M6500QC-LK741WS Laptop,76990,63,5th Gen AMD Ryzen 7 5800HS,"Octa Core, 16 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920,1080,Windows 11 OS,1
Acer,Chromebook CB314-3H NX.K04SI.008 Laptop,26920,69.32352941,Intel Celeron N4500,"Dual Core, 2 Threads",8GB,LPDDR4X,64GB,SSD,Intel Integrated UHD,14,1080,1920,Chrome OS,1
Ultimus,Lite NU14U4INC44BN-CS Laptop,14490,69.32352941,Intel Celeron  N4020,"Dual Core, 2 Threads",4GB,DDR4,256GB,SSD,Intel Integrated UHD Graphics,14.1,1366,768,Windows 11 OS,1
Dell,Inspiron 3520 IN3520KTMFJS01ORS1 Laptop,38990,69.32352941,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,1
Lenovo,IdeaPad Gaming 3 15ACH6 82K20289IN Laptop,52990,63,5th Gen AMD Ryzen 5 5500H,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6,1920,1080,Windows 11 OS,1
HP,Omen 17-ck2011TX Gaming Laptop,362999,88,13th Gen Intel Core i9 13900HX,"24 Cores (8P + 16E), 32 Threads",32GB,DDR5,1TB,SSD,16GB NVIDIA GeForce RTX 4090 ,17.3,2560,1440,Windows 11  OS,1
Acer,Aspire 5 A515-58GM 15 2023 Gaming Laptop,64990,65,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6,1920,1080,Windows 11 OS,1
Acer,Nitro V ANV15-51 UN.QNASI.002 Gaming Laptop,62990,64,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",16GB,DDR5,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6,1920,1080,Windows 11 OS,1
Acer,One 11 Z8-284 UN.013SI.032 Laptop,18990,69.32352941,Intel Celeron N4500,"Dual Core, 2 Threads",8GB,DDR4,256GB,SSD,Intel Integrated UHD,11.6,1366,768,Windows 11 OS,1
HP,Omen 16-u0022TX Gaming Laptop,169999,78,13th Gen Intel Core i7 13700HX,"16 Cores (8P + 8E), 24 Threads",16GB,DDR5,512GB,SSD,6GB NVIDIA GeForce RTX 4050,16.1,2560,1600,Windows 11 OS,1
HP,Omen 16-u0021TX Gaming Laptop,189999,80,13th Gen Intel Core i7 13700HX,"16 Cores (8P + 8E), 24 Threads",16GB,DDR5,1TB,SSD,8GB NVIDIA GeForce RTX 4060,16.1,2560,1600,Windows 11 OS,1
HP,Omen 16-u0024TX Gaming Laptop,298999,88,13th Gen Intel Core i9 13900HX,"24 Cores (8P + 16E), 32 Threads",32GB,DDR5,2TB,SSD,8GB NVIDIA GeForce RTX 4070,16.1,2560,1600,Windows 11 OS,1
HP,Pavilion Plus ‎14-ey0789AU Laptop,99999,70,7th Gen Amd Ryzen 7 7840H,"Octa Core, 16 Threads",16GB,LPDDR5x,1TB,SSD,AMD Radeon 780M Graphics,14,2880,1800,Windows 11 OS,1
HP,Omen 17-ck2008AX Gaming Laptop,267999,85,13th Gen Intel Core i7 13700HX,"16 Cores (8P + 8E), 24 Threads",16GB,DDR5,1TB,SSD,12GB NVIDIA GeForce RTX 4080,17.3,2560,1440,Windows 11 OS,1
Lenovo,IdeaPad Pro 5 83AQ005SIN Gaming Laptop,108990,63,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",16GB,LPDDR5,1TB,SSD,6GB NVIDIA GeForce RTX 3050,16,2560,1600,Windows 11  OS,3
Lenovo,IdeaPad Gaming 3 15IHU6 82K101R3IN Laptop,51990,69,11th Gen Intel Core i5 11320H,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce GTX 1650,15.6,1920,1080,Windows 11 OS,1
Asus,TUF Gaming F17 FX706HF-HX019W Laptop,62608,66,11th Gen Intel Core i5 11400H,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 2050,17.3,1920,1080,Windows 11 OS,1
Acer,Aspire 5 A515-57G-58R7 Gaming Laptop,57999,67,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6,1920,1080,Windows 11 OS,1
Dell,Inspiron 5430 IN5430FR0KC001ORS1 Laptop,62990,69.32352941,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",8GB,LPDDR5,512GB,SSD,Intel Iris Xe Graphics,14,1920,1080,Windows 11 OS,1
Lenovo,IdeaPad Slim 5 82XD005RIN Laptop,71990,69.32352941,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",16GB,LPDDR5,512GB,SSD,Integrated Intel Iris Xe Graphics,14,1920,1200,Windows 11 OS,2
Lenovo,Legion Pro 7 2023 82WQ007TIN Gaming Laptop,297990,85,13th Gen Intel Core i9 13900HX,"24 Cores (8P + 16E), 32 Threads",32GB,DDR5,1TB,SSD,12GB NVIDIA Geforce RTX 4080,16,2560,1600,Windows 11 OS,1
Lenovo,Legion Slim 5 82YA00DXIN Gaming Laptop,138490,78,13th Gen Intel Core i7 13620H,"10 Cores (6P + 4E), 16 Threads",16GB,DDR5,1TB,SSD,8GB NVIDIA GeForce RTX 4060,16,2560,1600,Windows 11 OS,1
Lenovo,Legion 5 Pro 82JQ010EIN Laptop,103395,77,5th Gen AMD Ryzen 7 5800H,"Octa Core, 16 Threads",16GB,DDR4,512GB,SSD,6GB NVIDIA GeForce RTX 3060,16,2560,1600,Windows 11 OS,1
Lenovo,IdeaPad 5 Pro 82SN00F0IN Gaming Laptop,88990,66,6th Gen AMD Ryzen 7 6800HS ,"Octa Core, 16 Threads",16GB,LPDDR5,512GB,SSD,4GB NVIDIA GeForce RTX 3050,16,2560,1600,Windows 11  OS,3
MSI,CreatorPro Z16 HX B13VKTO-214IN Laptop,419990,89,13th Gen Intel Core i9 13950HX,24 Cores (8P + 16E),64GB,DDR5,2TB,SSD,8GB NVIDIA RTX 3000 Ada,16,2560,1600,Windows 11 OS,2
Lenovo,IdeaPad Flex 5 14IRU8 82Y0004TIN Laptop,87990,65,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",16GB,LPDDR4X,512GB,SSD,Intel Integrated Iris Xe,14,1920,1200,Windows 11 OS,1
Lenovo,IdeaPad Slim 3 82RK00EMIN Laptop,48990,62,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 OS,1
MSI,Bravo 15 B7ED-011IN Gaming Laptop,79990,70,7th Gen AMD Ryzen 7 7735HS,"Octa Core, 16 Threads",16GB,DDR5,512GB,SSD,4GB AMD Radeon RX6550M,15.6,1920,1080,Windows 11 OS,1
Lenovo,IdeaPad 3 15IAU7 82RK00XDIN Laptop,33990,69.32352941,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,DDR4,256GB,SSD,Intel UHD Graphics ,15.6,1920,1080,Windows 11 OS,1
HP,14s-dr3002TU Laptop,26990,69.32352941,Intel Celeron N4500,"Dual Core, 2 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,14,1366,768,Windows 11 OS,1
Acer,C734 NX.H8VSI.004 Chromebook Laptop,13990,69.32352941,Intel Celeron Dual Core N4500,"Dual Core, 2 Threads",4GB,LPDDR4X,64GB,Hard-Disk,Intel Integrated UHD,11.6,1280,1024,Chrome OS,1
Acer,TravelMate P2 TMP214-53 Business Laptop,49990,65,11th Gen Intel Core i7 1165G7,"Quad Core, 8 Threads",16GB,DDR4,1TB,SSD,Intel Integrated Iris Xe,14,1920,1080,Windows 11 OS,1
MSI,Bravo 15 B7ED-012IN Gaming Laptop,59990,65,7th Gen AMD Ryzen 5 7535HS,"Hexa Core, 12 Threads",8GB,DDR5,512GB,SSD,4GB AMD Radeon RX6550M,15.6,1920,1080,Windows 11 OS,1
Asus,ROG Strix G15 G513RC-HN251WS Gaming Laptop,91990,71,6th Gen AMD Ryzen 7  6800H,"Octa Core, 16 Threads",16GB,DDR5,1TB,SSD,4GB NVIDIA GeForce RTX RTX 3050,15.6,1920,1080,Windows 11 OS,1
Asus,Vivobook 16 2023 X1605VA-MB957WS Laptop,95689,73,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",16GB,DDR4,1TB,SSD,Integrated Intel Iris Xe Graphics,16,1920,1200,Windows 11 OS,1
Acer,Chromebook CB314-3H NX.K04SI.007 Laptop,26732,69.32352941,Intel Celeron Dual Core N4500,"Dual Core, 2 Threads",8GB,LPDDR4X,128GB,SSD,Intel Integrated UHD,14,1280,1024,Chrome OS,1
